"","site_id","site","reserve","sample_date","sample_year","depth_category","season","visibility","date_id","taxonomy_group","long","lat","tag","n_species_sample","n_ind_sample","Acantholabrus palloni","Argyrosomus regius","Atherinomorus forskalii","Cheilodipterus novemstriatus","Chromis chromis","Coris julis","Dasyatis pastinaca","Dasyatis sp","Diplodus puntazzo","Diplodus sargus","Diplodus vulgaris","Echeneis sp","Epinephelus costae","Epinephelus marginatus","Fistularia commersonii","Gobius bucchichi","Gobius sp","Gobius vittatus","Mycteroperca rubra","Pagrus auriga","Pagrus caeruleostictus","Parablennius rouxi","Parupeneus forsskali","Pterois miles","Saprisoma cretense","Sardin sp","Sargocentron rubrum","Scarus ghobban","Sciaena umbra","Scomber sp","Scomberomorus commerson","Seriola dumerili","Serranus cabrilla","Serranus scriba","Siganus luridus","Siganus rivulatus","Sparisoma cretense","Symphodus mediterraneus","Symphodus tinca","Synodus saurus","Taeniurops grabatus","Thalassoma pavo","Torquigener flavimaculosus"
"54","Achziv45","Achziv","R","31/10/2022",2022,45,"Fall",8,19296,"fish",35.073,33.088,"Achziv451Fall2022",7,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0
"55","Achziv45","Achziv","R","31/10/2022",2022,45,"Fall",8,19296,"fish",35.073,33.088,"Achziv452Fall2022",9,75,0,0,0,0,2,0,0,1,0,2,0,0,3,3,0,0,0,0,11,0,0,0,0,2,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Achziv45","Achziv","R","31/10/2022",2022,45,"Fall",8,19296,"fish",35.073,33.088,"Achziv453Fall2022",3,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
"57","SdotYam25","SdotYam","N","04/11/2019",2019,25,"Fall",10,18204,"fish",34.87,32.511,"SdotYam252Fall2019",5,20,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,1,0,0,0,0
"58","SdotYam25","SdotYam","N","04/11/2019",2019,25,"Fall",10,18204,"fish",34.87,32.511,"SdotYam253Fall2019",7,80,0,0,0,0,27,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,0,0,4
"59","SdotYam25","SdotYam","N","04/11/2019",2019,25,"Fall",10,18204,"fish",34.87,32.511,"SdotYam254Fall2019",5,73,0,0,0,0,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0
"60","SdotYam25","SdotYam","N","04/11/2019",2019,25,"Fall",12,18204,"fish",34.87,32.511,"SdotYam251Fall2019",7,50,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,30,0,0,0,0,0,0,1
"61","SdotYam25","SdotYam","N","08/11/2017",2017,25,"Fall",8,17478,"fish",34.87,32.511,"SdotYam253Fall2017",4,26,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0
"62","SdotYam25","SdotYam","N","08/11/2017",2017,25,"Fall",8,17478,"fish",34.87,32.511,"SdotYam254Fall2017",5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,4,1
"63","SdotYam25","SdotYam","N","08/11/2017",2017,25,"Fall",10,17478,"fish",34.87,32.511,"SdotYam251Fall2017",6,50,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,40,0,0,0,0,0,0,1
"64","SdotYam25","SdotYam","N","08/11/2017",2017,25,"Fall",10,17478,"fish",34.87,32.511,"SdotYam252Fall2017",7,79,0,0,20,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,47,0,0,1,0,0,0,0
"65","SdotYam25","SdotYam","N","13/10/2020",2020,25,"Fall",10,18548,"fish",34.87,32.511,"SdotYam251Fall2020",6,36,0,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5
"66","SdotYam25","SdotYam","N","13/10/2020",2020,25,"Fall",10,18548,"fish",34.87,32.511,"SdotYam252Fall2020",5,57,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,42,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"67","SdotYam25","SdotYam","N","13/10/2020",2020,25,"Fall",10,18548,"fish",34.87,32.511,"SdotYam253Fall2020",5,13,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5
"68","SdotYam25","SdotYam","N","13/10/2020",2020,25,"Fall",10,18548,"fish",34.87,32.511,"SdotYam254Fall2020",6,24,0,0,0,0,10,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"69","SdotYam25","SdotYam","N","16/10/2018",2018,25,"Fall",15,17820,"fish",34.87,32.511,"SdotYam251Fall2018",4,129,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,1,0
"70","SdotYam25","SdotYam","N","16/10/2018",2018,25,"Fall",15,17820,"fish",34.87,32.511,"SdotYam252Fall2018",5,100,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"71","SdotYam25","SdotYam","N","16/10/2018",2018,25,"Fall",15,17820,"fish",34.87,32.511,"SdotYam253Fall2018",7,187,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,147,0,0,0,0,0,1,2
"72","SdotYam25","SdotYam","N","16/10/2018",2018,25,"Fall",15,17820,"fish",34.87,32.511,"SdotYam254Fall2018",4,62,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0
"73","SdotYam25","SdotYam","N","16/11/2015",2015,25,"Fall",12,16755,"fish",34.87,32.511,"SdotYam251Fall2015",5,124,0,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"74","SdotYam25","SdotYam","N","16/11/2015",2015,25,"Fall",12,16755,"fish",34.87,32.511,"SdotYam252Fall2015",4,83,0,0,0,0,75,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"75","SdotYam25","SdotYam","N","16/11/2015",2015,25,"Fall",12,16755,"fish",34.87,32.511,"SdotYam253Fall2015",5,36,0,0,0,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"76","SdotYam25","SdotYam","N","16/11/2015",2015,25,"Fall",12,16755,"fish",34.87,32.511,"SdotYam254Fall2015",7,16,0,0,0,0,2,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0
"77","SdotYam25","SdotYam","N","25/10/2016",2016,25,"Fall",10,17099,"fish",34.87,32.511,"SdotYam251Fall2016",4,17,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"78","SdotYam25","SdotYam","N","25/10/2016",2016,25,"Fall",10,17099,"fish",34.87,32.511,"SdotYam252Fall2016",4,190,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0
"79","SdotYam25","SdotYam","N","25/10/2016",2016,25,"Fall",10,17099,"fish",34.87,32.511,"SdotYam253Fall2016",5,50,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,34,0,0,0,0,0,0,0
"80","SdotYam25","SdotYam","N","25/10/2016",2016,25,"Fall",10,17099,"fish",34.87,32.511,"SdotYam254Fall2016",4,117,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,0
"81","SdotYam25","SdotYam","N","27/10/2022",2022,25,"Fall",5,19292,"fish",34.87,32.511,"SdotYam254Fall2022",3,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"82","SdotYam25","SdotYam","N","27/10/2022",2022,25,"Fall",6,19292,"fish",34.87,32.511,"SdotYam251Fall2022",3,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"83","SdotYam25","SdotYam","N","27/10/2022",2022,25,"Fall",6,19292,"fish",34.87,32.511,"SdotYam252Fall2022",9,28,0,0,0,0,10,0,0,0,0,0,0,0,2,4,0,0,0,0,5,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
"84","SdotYam25","SdotYam","N","27/10/2022",2022,25,"Fall",6,19292,"fish",34.87,32.511,"SdotYam253Fall2022",5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"85","SdotYam25","SdotYam","N","31/10/2021",2021,25,"Fall",8,18931,"fish",34.87,32.511,"SdotYam253Fall2021",5,86,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,4
"86","SdotYam25","SdotYam","N","31/10/2021",2021,25,"Fall",8,18931,"fish",34.87,32.511,"SdotYam254Fall2021",5,54,0,0,0,0,40,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"87","SdotYam25","SdotYam","N","31/10/2021",2021,25,"Fall",9,18931,"fish",34.87,32.511,"SdotYam251Fall2021",6,134,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,2,6
"88","SdotYam25","SdotYam","N","31/10/2021",2021,25,"Fall",9,18931,"fish",34.87,32.511,"SdotYam252Fall2021",7,102,0,0,0,0,0,6,0,0,0,0,0,0,8,6,0,0,0,0,24,0,0,0,52,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
"89","SdotYam45","SdotYam","N","04/11/2021",2021,45,"Fall",6,18935,"fish",34.853,32.53,"SdotYam452Fall2021",4,96,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3
"90","SdotYam45","SdotYam","N","04/11/2021",2021,45,"Fall",6,18935,"fish",34.853,32.53,"SdotYam453Fall2021",4,31,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"91","SdotYam45","SdotYam","N","04/11/2021",2021,45,"Fall",6,18935,"fish",34.853,32.53,"SdotYam454Fall2021",4,34,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"92","SdotYam45","SdotYam","N","04/11/2021",2021,45,"Fall",7,18935,"fish",34.853,32.53,"SdotYam451Fall2021",3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93","SdotYam45","SdotYam","N","09/11/2020",2020,45,"Fall",7,18575,"fish",34.853,32.53,"SdotYam451Fall2020",5,110,0,0,0,0,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0
"94","SdotYam45","SdotYam","N","09/11/2020",2020,45,"Fall",7,18575,"fish",34.853,32.53,"SdotYam452Fall2020",6,46,0,0,0,0,25,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"95","SdotYam45","SdotYam","N","09/11/2020",2020,45,"Fall",7,18575,"fish",34.853,32.53,"SdotYam453Fall2020",6,54,0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20,3,4,0,0,0,0,0
"96","SdotYam45","SdotYam","N","09/11/2020",2020,45,"Fall",7,18575,"fish",34.853,32.53,"SdotYam454Fall2020",3,20,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"97","SdotYam45","SdotYam","N","10/12/2017",2017,45,"Fall",5.5,17510,"fish",34.853,32.53,"SdotYam453Fall2017",4,150,0,0,0,0,43,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"98","SdotYam45","SdotYam","N","10/12/2017",2017,45,"Fall",6,17510,"fish",34.853,32.53,"SdotYam451Fall2017",4,71,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"99","SdotYam45","SdotYam","N","10/12/2017",2017,45,"Fall",6,17510,"fish",34.853,32.53,"SdotYam452Fall2017",5,81,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,25,1,0,0,0,0,0,0
"100","SdotYam45","SdotYam","N","10/12/2017",2017,45,"Fall",6,17510,"fish",34.853,32.53,"SdotYam454Fall2017",4,108,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0
"101","SdotYam45","SdotYam","N","11/11/2019",2019,45,"Fall",5,18211,"fish",34.853,32.53,"SdotYam451Fall2019",6,276,0,0,0,0,170,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"102","SdotYam45","SdotYam","N","11/11/2019",2019,45,"Fall",5,18211,"fish",34.853,32.53,"SdotYam452Fall2019",4,126,0,0,0,0,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"103","SdotYam45","SdotYam","N","11/11/2019",2019,45,"Fall",5,18211,"fish",34.853,32.53,"SdotYam453Fall2019",5,407,0,0,0,0,160,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0
"104","SdotYam45","SdotYam","N","11/11/2019",2019,45,"Fall",5,18211,"fish",34.853,32.53,"SdotYam454Fall2019",2,21,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"105","SdotYam45","SdotYam","N","25/11/2015",2015,45,"Fall",8,16764,"fish",34.853,32.53,"SdotYam451Fall2015",6,25,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,1,0,0,0
"106","SdotYam45","SdotYam","N","25/11/2015",2015,45,"Fall",8,16764,"fish",34.853,32.53,"SdotYam452Fall2015",4,52,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0
"107","SdotYam45","SdotYam","N","25/11/2015",2015,45,"Fall",8,16764,"fish",34.853,32.53,"SdotYam453Fall2015",4,124,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0
"108","SdotYam45","SdotYam","N","25/11/2015",2015,45,"Fall",8,16764,"fish",34.853,32.53,"SdotYam454Fall2015",5,143,0,0,0,0,72,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,56,0,0,0,0,0,0,0
"109","SdotYam45","SdotYam","N","25/12/2018",2018,45,"Fall",8,17890,"fish",34.853,32.53,"SdotYam451Fall2018",5,43,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3
"110","SdotYam45","SdotYam","N","25/12/2018",2018,45,"Fall",8,17890,"fish",34.853,32.53,"SdotYam452Fall2018",5,112,0,0,0,0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"111","SdotYam45","SdotYam","N","25/12/2018",2018,45,"Fall",8,17890,"fish",34.853,32.53,"SdotYam453Fall2018",4,29,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"112","SdotYam45","SdotYam","N","25/12/2018",2018,45,"Fall",8,17890,"fish",34.853,32.53,"SdotYam454Fall2018",3,33,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
